pdb,resolution,year,affinity_raw,affinity_M,affinity_type,pKd,pocket_pdb,rna_pdb,lig_sdf,lig_mol2,n_rna_atoms,n_lig_atoms,rna_C,rna_N,rna_O,rna_P,rna_S,lig_C,lig_N,lig_O,lig_S,lig_F,lig_Cl,lig_Br,lig_I,lig_P,mol_weight,n_rings,n_hbd,n_hba,n_rot_bonds,tpsa,pocket_file,ligand_sdf,ligand_mol2,subtype,rs_subclass
2l94,NMR,2011,Kd=360uM,0.0003599999999999,KD,3.4437,/home/stalin/Desktop/PDFL-RNA/NA-L/2l94/2l94_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/2l94/2l94_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/2l94/2l94_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/2l94/2l94_ligand.mol2,939,24,278,117,200,29,0,18,6,0,0,0,0,0,0,0,336.5280000000002,1.0,6.0,0.0,10.0,84.11999999999999,/home/stalin/Desktop/PDFL-RNA/NA-L/2l94/2l94_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/2l94/2l94_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/2l94/2l94_ligand.mol2,other_misc,other_lig
2xnw,1.50,2011,Kd=370uM,0.00037,KD,3.4318,/home/stalin/Desktop/PDFL-RNA/NA-L/2xnw/2xnw_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/2xnw/2xnw_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/2xnw/2xnw_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/2xnw/2xnw_ligand.mol2,758,10,207,80,198,22,0,3,7,0,0,0,0,0,0,0,139.122,2.0,3.0,5.0,0.0,110.91,/home/stalin/Desktop/PDFL-RNA/NA-L/2xnw/2xnw_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/2xnw/2xnw_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/2xnw/2xnw_ligand.mol2,aptamer,other_lig
3slm,2.70,2011,Kd=379uM,0.000379,KD,3.4214,/home/stalin/Desktop/PDFL-RNA/NA-L/3slm/3slm_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/3slm/3slm_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/3slm/3slm_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/3slm/3slm_ligand.mol2,801,23,237,94,175,25,0,10,5,7,0,0,0,0,0,1,345.20800000000014,3.0,3.0,10.0,4.0,191.47000000000003,/home/stalin/Desktop/PDFL-RNA/NA-L/3slm/3slm_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/3slm/3slm_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/3slm/3slm_ligand.mol2,other_misc,other_lig
2xo0,1.70,2011,Kd=80uM,7.999999999999999e-05,KD,4.0969,/home/stalin/Desktop/PDFL-RNA/NA-L/2xo0/2xo0_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/2xo0/2xo0_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/2xo0/2xo0_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/2xo0/2xo0_ligand.mol2,734,8,207,80,172,22,0,3,5,0,0,0,0,0,0,0,111.10799999999998,1.0,2.0,5.0,0.0,90.71,/home/stalin/Desktop/PDFL-RNA/NA-L/2xo0/2xo0_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/2xo0/2xo0_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/2xo0/2xo0_ligand.mol2,aptamer,other_lig
3s4p,2.56,2011,Ki=1.0uM,1e-06,KI,6.0,/home/stalin/Desktop/PDFL-RNA/NA-L/3s4p/3s4p_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/3s4p/3s4p_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/3s4p/3s4p_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/3s4p/3s4p_ligand.mol2,766,53,219,90,182,23,0,33,6,14,0,0,0,0,0,0,768.9030000000005,5.0,13.0,14.0,16.0,361.0299999999999,/home/stalin/Desktop/PDFL-RNA/NA-L/3s4p/3s4p_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/3s4p/3s4p_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/3s4p/3s4p_ligand.mol2,other_misc,other_lig
4aob,2.95,2012,Kd=0.49uM,4.9e-07,KD,6.3098,/home/stalin/Desktop/PDFL-RNA/NA-L/4aob/4aob_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4aob/4aob_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4aob/4aob_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4aob/4aob_ligand.mol2,1035,27,306,125,222,32,0,15,6,5,1,0,0,0,0,0,399.45300000000015,3.0,4.0,9.0,7.0,187.08,/home/stalin/Desktop/PDFL-RNA/NA-L/4aob/4aob_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4aob/4aob_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4aob/4aob_ligand.mol2,riboswitch,SAM_SAH
4fe5,1.32,2012,Kd=0.732uM,7.319999999999999e-07,KD,6.1355,/home/stalin/Desktop/PDFL-RNA/NA-L/4fe5/4fe5_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4fe5/4fe5_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4fe5/4fe5_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4fe5/4fe5_ligand.mol2,769,10,209,75,227,22,0,5,4,1,0,0,0,0,0,0,136.11399999999998,2.0,2.0,3.0,0.0,74.43,/home/stalin/Desktop/PDFL-RNA/NA-L/4fe5/4fe5_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4fe5/4fe5_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4fe5/4fe5_ligand.mol2,riboswitch,other_lig
2loa,NMR,2012,Kd=2.2uM,2.2e-06,KD,5.6576,/home/stalin/Desktop/PDFL-RNA/NA-L/2loa/2loa_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/2loa/2loa_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/2loa/2loa_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/2loa/2loa_ligand.mol2,286,0,87,36,52,8,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,/home/stalin/Desktop/PDFL-RNA/NA-L/2loa/2loa_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/2loa/2loa_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/2loa/2loa_ligand.mol2,g_quadruplex,other_lig
4erj,3.00,2012,Kd=3100uM,0.0031,KD,2.5086,/home/stalin/Desktop/PDFL-RNA/NA-L/4erj/4erj_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4erj/4erj_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4erj/4erj_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4erj/4erj_ligand.mol2,919,9,271,119,196,28,0,6,1,2,0,0,0,0,0,0,131.175,0.0,1.0,2.0,5.0,67.77,/home/stalin/Desktop/PDFL-RNA/NA-L/4erj/4erj_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4erj/4erj_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4erj/4erj_ligand.mol2,riboswitch,other_lig
2lwk,NMR,2012,Kd=50.5uM,5.05e-05,KD,4.2967,/home/stalin/Desktop/PDFL-RNA/NA-L/2lwk/2lwk_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/2lwk/2lwk_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/2lwk/2lwk_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/2lwk/2lwk_ligand.mol2,643,21,191,78,138,20,0,14,5,2,0,0,0,0,0,0,290.34700000000004,3.0,2.0,6.0,3.0,90.11,/home/stalin/Desktop/PDFL-RNA/NA-L/2lwk/2lwk_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/2lwk/2lwk_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/2lwk/2lwk_ligand.mol2,other_misc,other_lig
4erl,3.00,2012,Kd=570uM,0.00057,KD,3.2441,/home/stalin/Desktop/PDFL-RNA/NA-L/4erl/4erl_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4erl/4erl_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4erl/4erl_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4erl/4erl_ligand.mol2,1084,14,320,142,229,33,0,8,3,3,0,0,0,0,0,0,206.266,0.0,4.0,4.0,8.0,127.67000000000002,/home/stalin/Desktop/PDFL-RNA/NA-L/4erl/4erl_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4erl/4erl_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4erl/4erl_ligand.mol2,riboswitch,other_lig
2mb3,NMR,2013,IC50=7.4uM,7.4e-06,IC50,5.1308,/home/stalin/Desktop/PDFL-RNA/NA-L/2mb3/2mb3_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/2mb3/2mb3_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/2mb3/2mb3_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/2mb3/2mb3_ligand.mol2,650,50,200,82,122,19,0,32,10,8,0,0,0,0,0,0,688.7020000000001,7.0,4.0,14.0,8.0,269.65999999999985,/home/stalin/Desktop/PDFL-RNA/NA-L/2mb3/2mb3_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/2mb3/2mb3_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/2mb3/2mb3_ligand.mol2,other_misc,other_lig
2rsk,NMR,2013,Kd=10uM,1e-05,KD,5.0,/home/stalin/Desktop/PDFL-RNA/NA-L/2rsk/2rsk_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/2rsk/2rsk_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/2rsk/2rsk_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/2rsk/2rsk_ligand.mol2,772,98,230,115,150,21,0,61,19,18,0,0,0,0,0,0,1387.5859999999996,4.0,19.0,18.0,44.0,638.7299999999998,/home/stalin/Desktop/PDFL-RNA/NA-L/2rsk/2rsk_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/2rsk/2rsk_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/2rsk/2rsk_ligand.mol2,other_misc,other_lig
4jf2,2.28,2013,Kd=17.9nM,1.7899999999999998e-08,KD,7.7471,/home/stalin/Desktop/PDFL-RNA/NA-L/4jf2/4jf2_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4jf2/4jf2_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4jf2/4jf2_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4jf2/4jf2_ligand.mol2,722,13,208,78,179,22,0,7,5,1,0,0,0,0,0,0,180.191,2.0,4.0,3.0,1.0,115.2,/home/stalin/Desktop/PDFL-RNA/NA-L/4jf2/4jf2_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4jf2/4jf2_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4jf2/4jf2_ligand.mol2,riboswitch,FMN_FAD
4kqy,3.02,2013,Kd=19nM,1.9e-08,KD,7.7212,/home/stalin/Desktop/PDFL-RNA/NA-L/4kqy/4kqy_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4kqy/4kqy_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4kqy/4kqy_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4kqy/4kqy_ligand.mol2,1165,27,347,147,245,36,0,15,6,5,1,0,0,0,0,0,399.45300000000015,3.0,4.0,9.0,7.0,187.08,/home/stalin/Desktop/PDFL-RNA/NA-L/4kqy/4kqy_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4kqy/4kqy_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4kqy/4kqy_ligand.mol2,riboswitch,SAM_SAH
4oqu,3.20,2014,Kd=0.41uM,4.1000000000000004e-07,KD,6.3872,/home/stalin/Desktop/PDFL-RNA/NA-L/4oqu/4oqu_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4oqu/4oqu_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4oqu/4oqu_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4oqu/4oqu_ligand.mol2,1070,27,316,132,228,33,0,15,6,5,1,0,0,0,0,0,399.45300000000015,3.0,4.0,9.0,7.0,187.08,/home/stalin/Desktop/PDFL-RNA/NA-L/4oqu/4oqu_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4oqu/4oqu_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4oqu/4oqu_ligand.mol2,riboswitch,SAM_SAH
4lvz,1.77,2014,Kd=0.5uM,5e-07,KD,6.301,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvz/4lvz_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvz/4lvz_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvz/4lvz_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvz/4lvz_ligand.mol2,715,11,201,80,189,21,0,5,6,0,0,0,0,0,0,0,150.14499999999998,2.0,3.0,5.0,0.0,106.5,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvz/4lvz_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvz/4lvz_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvz/4lvz_ligand.mol2,riboswitch,purine
4nyg,3.05,2014,Kd=1.5uM,1.5e-06,KD,5.8239,/home/stalin/Desktop/PDFL-RNA/NA-L/4nyg/4nyg_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4nyg/4nyg_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4nyg/4nyg_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4nyg/4nyg_ligand.mol2,1133,18,330,131,249,36,0,12,4,1,1,0,0,0,0,0,265.362,2.0,2.0,5.0,4.0,75.91,/home/stalin/Desktop/PDFL-RNA/NA-L/4nyg/4nyg_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4nyg/4nyg_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4nyg/4nyg_ligand.mol2,riboswitch,TPP
4nyb,3.10,2014,Kd=103uM,0.000103,KD,3.9872,/home/stalin/Desktop/PDFL-RNA/NA-L/4nyb/4nyb_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4nyb/4nyb_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4nyb/4nyb_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4nyb/4nyb_ligand.mol2,933,13,274,115,199,29,0,9,3,0,1,0,0,0,0,0,192.267,2.0,1.0,3.0,2.0,53.42,/home/stalin/Desktop/PDFL-RNA/NA-L/4nyb/4nyb_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4nyb/4nyb_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4nyb/4nyb_ligand.mol2,riboswitch,other_lig
4lvy,2.00,2014,Kd=110uM,0.0001099999999999,KD,3.9586,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvy/4lvy_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvy/4lvy_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvy/4lvy_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvy/4lvy_ligand.mol2,535,22,156,69,121,16,0,15,5,2,0,0,0,0,0,0,297.31800000000004,3.0,4.0,4.0,4.0,130.64999999999998,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvy/4lvy_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvy/4lvy_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvy/4lvy_ligand.mol2,riboswitch,FMN_FAD
4lvx,1.90,2014,Kd=18uM,1.8e-05,KD,4.7447,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvx/4lvx_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvx/4lvx_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvx/4lvx_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvx/4lvx_ligand.mol2,603,17,175,77,138,18,0,9,5,3,0,0,0,0,0,0,241.251,2.0,6.0,7.0,2.0,136.29,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvx/4lvx_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvx/4lvx_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvx/4lvx_ligand.mol2,riboswitch,FMN_FAD
4qln,2.65,2014,Kd=2.9uM,2.9e-06,KD,5.5376,/home/stalin/Desktop/PDFL-RNA/NA-L/4qln/4qln_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4qln/4qln_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4qln/4qln_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4qln/4qln_ligand.mol2,1132,42,335,139,243,35,0,20,10,10,0,0,0,0,0,2,624.404,7.0,2.0,18.0,2.0,274.88,/home/stalin/Desktop/PDFL-RNA/NA-L/4qln/4qln_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4qln/4qln_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4qln/4qln_ligand.mol2,riboswitch,purine
4lx5,2.13,2014,Kd=213nM,2.1300000000000001e-07,KD,6.6716,/home/stalin/Desktop/PDFL-RNA/NA-L/4lx5/4lx5_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4lx5/4lx5_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4lx5/4lx5_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4lx5/4lx5_ligand.mol2,699,12,207,76,159,22,0,6,6,0,0,0,0,0,0,0,162.15599999999998,2.0,2.0,6.0,0.0,103.6,/home/stalin/Desktop/PDFL-RNA/NA-L/4lx5/4lx5_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4lx5/4lx5_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4lx5/4lx5_ligand.mol2,riboswitch,purine
4nyc,3.15,2014,Kd=280uM,0.00028,KD,3.5528,/home/stalin/Desktop/PDFL-RNA/NA-L/4nyc/4nyc_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4nyc/4nyc_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4nyc/4nyc_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4nyc/4nyc_ligand.mol2,865,10,253,102,189,27,0,6,3,0,1,0,0,0,0,0,151.19399999999996,2.0,1.0,4.0,0.0,51.8,/home/stalin/Desktop/PDFL-RNA/NA-L/4nyc/4nyc_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4nyc/4nyc_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4nyc/4nyc_ligand.mol2,riboswitch,other_lig
4qk8,3.05,2014,Kd=300nM,3.0000000000000004e-07,KD,6.5229,/home/stalin/Desktop/PDFL-RNA/NA-L/4qk8/4qk8_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4qk8/4qk8_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4qk8/4qk8_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4qk8/4qk8_ligand.mol2,1197,44,355,149,254,37,0,20,10,12,0,0,0,0,0,2,656.402,7.0,4.0,20.0,2.0,315.3399999999999,/home/stalin/Desktop/PDFL-RNA/NA-L/4qk8/4qk8_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4qk8/4qk8_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4qk8/4qk8_ligand.mol2,riboswitch,purine
4qk9,3.05,2014,Kd=300nM,3.0000000000000004e-07,KD,6.5229,/home/stalin/Desktop/PDFL-RNA/NA-L/4qk9/4qk9_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4qk9/4qk9_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4qk9/4qk9_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4qk9/4qk9_ligand.mol2,1018,44,300,132,211,31,0,20,10,12,0,0,0,0,0,2,656.402,7.0,4.0,20.0,2.0,315.3399999999999,/home/stalin/Desktop/PDFL-RNA/NA-L/4qk9/4qk9_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4qk9/4qk9_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4qk9/4qk9_ligand.mol2,riboswitch,purine
4nya,2.65,2014,Kd=49uM,4.9e-05,KD,4.3098,/home/stalin/Desktop/PDFL-RNA/NA-L/4nya/4nya_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4nya/4nya_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4nya/4nya_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4nya/4nya_ligand.mol2,958,12,282,115,205,30,0,6,6,0,0,0,0,0,0,0,164.172,1.0,1.0,4.0,2.0,100.56,/home/stalin/Desktop/PDFL-RNA/NA-L/4nya/4nya_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4nya/4nya_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4nya/4nya_ligand.mol2,riboswitch,purine
4w90,3.12,2014,Kd=53.1nM,5.3100000000000006e-08,KD,7.2749,/home/stalin/Desktop/PDFL-RNA/NA-L/4w90/4w90_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4w90/4w90_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4w90/4w90_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4w90/4w90_ligand.mol2,1210,44,358,148,260,37,0,20,10,12,0,0,0,0,0,2,656.402,7.0,4.0,20.0,2.0,315.3399999999999,/home/stalin/Desktop/PDFL-RNA/NA-L/4w90/4w90_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4w90/4w90_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4w90/4w90_ligand.mol2,riboswitch,purine
4ts0,2.80,2014,Kd=530nM,5.3e-07,KD,6.2757,/home/stalin/Desktop/PDFL-RNA/NA-L/4ts0/4ts0_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4ts0/4ts0_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4ts0/4ts0_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4ts0/4ts0_ligand.mol2,838,18,244,99,186,24,0,12,2,2,0,2,0,0,0,0,252.22,2.0,1.0,3.0,1.0,52.9,/home/stalin/Desktop/PDFL-RNA/NA-L/4ts0/4ts0_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4ts0/4ts0_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4ts0/4ts0_ligand.mol2,aptamer,other_lig
4ts2,2.88,2014,Kd=530nM,5.3e-07,KD,6.2757,/home/stalin/Desktop/PDFL-RNA/NA-L/4ts2/4ts2_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4ts2/4ts2_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4ts2/4ts2_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4ts2/4ts2_ligand.mol2,778,18,228,97,169,24,0,12,2,2,0,2,0,0,0,0,252.22,2.0,1.0,3.0,1.0,52.9,/home/stalin/Desktop/PDFL-RNA/NA-L/4ts2/4ts2_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4ts2/4ts2_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4ts2/4ts2_ligand.mol2,aptamer,other_lig
4qlm,2.72,2014,Kd=66nM,6.600000000000002e-08,KD,7.1805,/home/stalin/Desktop/PDFL-RNA/NA-L/4qlm/4qlm_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4qlm/4qlm_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4qlm/4qlm_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4qlm/4qlm_ligand.mol2,1097,44,325,134,235,34,0,20,10,12,0,0,0,0,0,2,656.402,7.0,4.0,20.0,2.0,315.3399999999999,/home/stalin/Desktop/PDFL-RNA/NA-L/4qlm/4qlm_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4qlm/4qlm_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4qlm/4qlm_ligand.mol2,riboswitch,purine
4lvw,1.77,2014,Kd=66uM,6.599999999999999e-05,KD,4.1805,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvw/4lvw_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvw/4lvw_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvw/4lvw_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvw/4lvw_ligand.mol2,748,11,211,85,195,22,0,6,4,1,0,0,0,0,0,0,150.14099999999996,2.0,3.0,3.0,0.0,87.56,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvw/4lvw_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvw/4lvw_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvw/4lvw_ligand.mol2,riboswitch,purine
4nyd,2.90,2014,Kd=670uM,0.00067,KD,3.1739,/home/stalin/Desktop/PDFL-RNA/NA-L/4nyd/4nyd_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4nyd/4nyd_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4nyd/4nyd_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4nyd/4nyd_ligand.mol2,779,10,229,95,168,24,0,5,4,1,0,0,0,0,0,0,136.11399999999998,2.0,2.0,3.0,0.0,74.43,/home/stalin/Desktop/PDFL-RNA/NA-L/4nyd/4nyd_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4nyd/4nyd_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4nyd/4nyd_ligand.mol2,riboswitch,other_lig
